ID Number,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
352,ESGR,Enstar Group Limited,139.6,2680094685.60,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
353,CACC,Credit Acceptance Corporation,124,2677607888.00,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
354,UMBF,UMB Financial Corporation,58.69,2670340946.51,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf
355,COLM,Columbia Sportswear Company,75.97,2662255682.61,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
356,MYGN,"Myriad Genetics, Inc.",36.53,2659205624.01,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
357,CASY,"Caseys General Stores, Inc.",68.75,2657187431.25,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy
358,QLIK,Qlik Technologies Inc.,29.52,2654590073.76,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlik
359,ERIC,Ericsson,12.74,2641607634.12,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
360,CRZO,"Carrizo Oil & Gas, Inc.",57.17,2631453747.09,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
361,BBEP,"BreitBurn Energy Partners, L.P.",21.72,2616681509.52,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
362,ZNGA,Zynga Inc.,2.92,2615911991.32,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/znga
363,MDRX,"Allscripts Healthcare Solutions, Inc.",14.46,2605170702.54,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
364,ESLT,Elbit Systems Ltd.,60.67,2588881603.76,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
365,EEFT,"Euronet Worldwide, Inc.",49.33,2588347023.87,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
366,TECD,Tech Data Corporation,67.59,2585328246.81,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd
367,MDSO,"Medidata Solutions, Inc.",47.78,2581700275.72,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
368,LTRPA,"Liberty TripAdvisor Holdings, Inc.",36.28,2568608363.32,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ltrpa
369,AMSG,Amsurg Corp.,52.9,2544953985.90,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg
370,ARUN,"Aruba Networks, Inc.",23.39,2543326409.09,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
371,CVLT,"CommVault Systems, Inc.",55.58,2518605310.06,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
372,MENT,Mentor Graphics Corporation,22.1,2512244439.90,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
373,TRAK,"Dealertrack Technologies, Inc.",46.55,2508716589.75,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak
374,FDML,Federal-Mogul Holdings Corporation,16.68,2502487789.92,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fdml
375,WSTC,West Corporation,29.6,2487404180.00,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wstc
376,MSCC,Microsemi Corporation,25.87,2467810261.41,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
377,JACK,Jack In The Box Inc.,63.08,2461985023.28,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
378,TCBI,"Texas Capital Bancshares, Inc.",56.89,2452628481.52,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi
379,CENX,Century Aluminum Company,27.6,2451154012.80,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx
380,JCOM,"j2 Global, Inc.",51.26,2446773588.60,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
381,CBRL,"Cracker Barrel Old Country Store, Inc.",102.58,2443506890.00,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
382,POOL,Pool Corporation,54.75,2412035504.25,1995,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/pool
383,PVTB,"PrivateBancorp, Inc.",30.87,2410124931.90,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtb
384,VNR,Vanguard Natural Resources LLC,28.99,2407785670.68,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnr
385,IDTI,"Integrated Device Technology, Inc.",16.07,2391150514.75,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
386,LANC,Lancaster Colony Corporation,86.93,2376579270.00,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
387,FIVE,"Five Below, Inc.",43.36,2354613288.32,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
388,CPWR,Compuware Corporation,10.65,2344488965.85,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpwr
389,MANH,"Manhattan Associates, Inc.",31.07,2333161693.98,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
390,CSOD,"Cornerstone OnDemand, Inc.",43.28,2310649822.16,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
391,ORIG,Ocean Rig UDW Inc.,17.52,2310496918.56,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
392,LORL,"Loral Space and Communications, Inc.",74.57,2305695824.45,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
393,IBKC,IBERIABANK Corporation,68.72,2296616764.96,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
394,GMLP,Golar LNG Partners LP,37.27,2296313789.29,2011,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gmlp
395,VNOM,Viper Energy Partners LP,30.06,2290572000.00,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vnom
396,UBSI,"United Bankshares, Inc.",33.01,2283347055.74,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi
397,GEVA,Synageva BioPharma Corp.,68.48,2271172960.64,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/geva
398,CBSHP,"Commerce Bancshares, Inc.",24.71,2264434382.84,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
399,CAKE,The Cheesecake Factory Incorporated,45.38,2248060896.54,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake
400,ALGT,Allegiant Travel Company,125.75,2245814645.75,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
401,ASPS,Altisource Portfolio Solutions S.A.,102.49,2237953499.27,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
402,AMKR,"Amkor Technology, Inc.",9.42,2233544068.38,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
403,CNVR,"Conversant, Inc.",34.8,2229902533.20,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnvr
404,WTFC,Wintrust Financial Corporation,47.86,2229758920.56,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtfc
405,ACIW,"ACI Worldwide, Inc.",19.5,2224558147.50,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
406,FULT,Fulton Financial Corporation,11.83,2221579360.00,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
407,IGTE,iGATE Corporation,37.62,2216202927.84,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/igte
408,MKTX,"MarketAxess Holdings, Inc.",59.06,2215106427.10,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
409,SHOO,"Steven Madden, Ltd.",33.85,2209181322.50,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo
410,AIRM,Air Methods Corporation,56.11,2196787354.51,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm
411,THRX,"Theravance, Inc.",18.92,2176068020.72,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/thrx
412,VNQI,Vanguard Global ex-U.S. Real Estate ETF,57.44,2171232000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi
413,SOHU,Sohu.com Inc.,56.09,2158172742.49,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
414,HTLD,"Heartland Express, Inc.",24.57,2156722093.89,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/htld
415,FCNCA,"First Citizens BancShares, Inc.",224.07,2155316109.87,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
416,CSIQ,Canadian Solar Inc.,39.74,2155086012.82,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
417,MFRM,Mattress Firm Holding Corp.,63.01,2153581488.08,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
418,WAFD,"Washington Federal, Inc.",21.635,2152956117.85,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wafd
419,BLMN,"Bloomin&#39; Brands, Inc.",17.12,2150151560.80,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
420,MEMP,Memorial Production Partners LP,22.71,2142671853.57,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
421,LOGI,Logitech International S.A.,13.22,2136183378.90,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
422,CATY,Cathay General Bancorp,26.81,2136003049.18,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty
423,LFUS,"Littelfuse, Inc.",94.39,2121930996.96,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
424,SAPE,Sapient Corporation,14.81,2099247315.41,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/sape
425,GBCI,"Glacier Bancorp, Inc.",28.13,2094785571.38,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci
426,AINV,Apollo Investment Corporation,8.81,2085691302.31,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv
427,HOMB,"Home BancShares, Inc.",31.06,2064191971.54,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
428,SAFM,"Sanderson Farms, Inc.",89.41,2062763089.12,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
429,EFII,"Electronics for Imaging, Inc.",44.315,2061548423.95,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
430,CALM,"Cal-Maine Foods, Inc.",84.99,2055978386.73,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm
431,CMCT,CIM Commercial Trust Corporation,21.03,2052141005.94,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct
432,ISIL,Intersil Corporation,15.75,2039852965.50,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
433,LOPE,"Grand Canyon Education, Inc.",42.7,1994002849.30,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lope
434,FCS,"Fairchild Semiconductor International, Inc.",16.555,1988696905.97,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fcs
435,ROVI,Rovi Corporation,20.9,1983469251.50,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rovi
436,SANM,Sanmina Corporation,23.95,1979219880.95,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
437,DWA,"Dreamworks Animation SKG, Inc.",23.36,1977896666.24,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
438,GTLS,"Chart Industries, Inc.",64.83,1975717718.46,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls
439,SUSQ,"Susquehanna Bancshares, Inc.",10.51,1972789608.07,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/susq
440,PDCE,"PDC Energy, Inc.",54.85,1967505975.25,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce
441,TTWO,"Take-Two Interactive Software, Inc.",23.53,1964059194.37,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo
442,LNCE,"Snyder&#39;s-Lance, Inc.",27.82,1954170748.14,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
443,PODD,Insulet Corporation,34.87,1948593030.89,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
444,ICON,"Iconix Brand Group, Inc.",40.54,1947267225.28,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
445,HCSG,"Healthcare Services Group, Inc.",27.6,1941108000.00,1983,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/hcsg
446,PAAS,Pan American Silver Corp.,12.76,1933214199.40,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
447,CLMT,"Calumet Specialty Products Partners, L.P.",27.71,1920781773.38,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt
448,SFLY,"Shutterfly, Inc.",49.82,1917485511.76,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
449,FFIN,"First Financial Bankshares, Inc.",29.84,1911341818.40,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
450,GIII,"G-III Apparel Group, LTD.",85.32,1909908079.56,1989,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/giii
451,FSRV,FirstService Corporation,54.84,1901219881.92,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsrv
452,EIGI,"Endurance International Group Holdings, Inc.",14.71,1900552785.23,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
453,NTCT,"NetScout Systems, Inc.",46.17,1895383121.22,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
454,ANDE,"The Andersons, Inc.",66.34,1884056000.00,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande
455,MLNX,"Mellanox Technologies, Ltd.",41.65,1872426354.75,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
456,TXRH,"Texas Roadhouse, Inc.",26.9,1870031536.90,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
457,WBMD,WebMD Health Corp,47.5,1858666592.50,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wbmd
458,FNGN,"Financial Engines, Inc.",35.9,1857974164.50,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
459,SNCR,"Synchronoss Technologies, Inc.",44.4,1857647515.20,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr
460,SLAB,"Silicon Laboratories, Inc.",42.66,1852359952.86,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
461,HMSY,HMS Holdings Corp,21.1,1851044215.40,1992,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
462,IRWD,"Ironwood Pharmaceuticals, Inc.",13.27,1849282584.15,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
463,SMTC,Semtech Corporation,27.33,1840853554.95,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
464,MINI,"Mobile Mini, Inc.",39.34,1836570629.74,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
465,MWIV,"MWI Veterinary Supply, Inc.",142.78,1836005021.62,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mwiv
466,BLKB,"Blackbaud, Inc.",39.72,1834218798.12,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
467,PLCM,"Polycom, Inc.",13.4,1832984338.40,1996,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plcm
468,EVEP,"EV Energy Partners, L.P.",37.68,1830193675.92,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
469,RARE,Ultragenyx Pharmaceutical Inc.,57.72,1829954302.80,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare
470,WERN,"Werner Enterprises, Inc.",25.46,1829442964.96,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/wern
471,CSQ,Calamos Strategic Total Return Fund,11.81,1824810340.00,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
472,FNSR,Finisar Corporation,18.27,1818901932.12,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
473,ABCO,The Advisory Board Company,50.04,1816230072.60,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco
474,THRM,Gentherm Inc,51.01,1809161774.06,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/thrm
475,MKSI,"MKS Instruments, Inc.",34.1,1808802070.90,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
476,CSTE,CaesarStone Sdot-Yam Ltd.,51.93,1807623580.50,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
477,MLHR,"Herman Miller, Inc.",30.41,1806763987.62,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/mlhr
478,CZR,Caesars Entertainment Corporation,12.51,1804449855.96,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
479,FELE,"Franklin Electric Co., Inc.",37.59,1787926399.56,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
480,MPWR,"Monolithic Power Systems, Inc.",46.08,1784432194.56,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
481,IBOC,International Bancshares Corporation,26.64,1782009486.72,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
482,JJSF,J & J Snack Foods Corp.,95.37,1778152477.86,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
483,BNDX,Vanguard Total International Bond ETF,51.8,1776740000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
484,GTAT,"GT Advanced Technologies, Inc.",12.82,1763259889.86,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gtat
485,HCT,"American Realty Capital Healthcare Trust, Inc.",10.4,1760889072.80,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hct
486,NKTR,Nektar Therapeutics,13.83,1760585304.66,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
487,ACWX,iShares MSCI ACWI ex US Index Fund,47.06,1760044000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
488,NUVA,"NuVasive, Inc.",37.4,1756904157.80,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
489,CFFN,"Capitol Federal Financial, Inc.",12.31,1748469351.93,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn
490,EXAS,EXACT Sciences Corporation,21.05,1745771982.80,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
491,POWI,"Power Integrations, Inc.",56.89,1712399297.09,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi
492,IPXL,"Impax Laboratories, Inc.",24.14,1706670359.70,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
493,TFM,"The Fresh Market, Inc.",35.21,1704903374.79,2010,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/tfm
494,ADVS,"Advent Software, Inc.",33.03,1702974480.48,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/advs
495,LGCY,Legacy Reserves LP,29.4,1695483153.00,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
496,NGHC,National General Holdings Corp,18.15,1694200860.00,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc
497,VRTS,"Virtus Investment Partners, Inc.",185.55,1692263129.70,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/vrts
498,BCPC,Balchem Corporation,55.19,1687739671.46,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
499,ENTG,"Entegris, Inc.",12.07,1683201801.73,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
500,CHDN,"Churchill Downs, Incorporated",96.76,1679946829.72,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
501,BGCP,"BGC Partners, Inc.",7.73,1678638010.99,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
502,IDCC,"InterDigital, Inc.",42.11,1677050289.04,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
503,OLED,Universal Display Corporation,35.91,1668511287.45,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled
504,WETF,"WisdomTree Investments, Inc.",12.51,1667609771.40,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wetf
505,CVBF,CVB Financial Corporation,15.71,1662157793.43,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
506,COHR,"Coherent, Inc.",66.5,1658679907.50,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
507,MDCO,The Medicines Company,25.46,1658166212.48,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
508,CY,Cypress Semiconductor Corporation,10.385,1653845146.64,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
509,TTEK,"Tetra Tech, Inc.",25.7,1651065531.50,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek
510,EXLP,"Exterran Partners, L.P.",29.63,1649221889.09,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/exlp
511,TRMK,Trustmark Corporation,24.44,1648228418.72,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk
512,PCH,Potlatch Corporation,40.59,1647605534.85,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pch
513,PEGA,Pegasystems Inc.,21.49,1639869686.49,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
514,WMGI,"Wright Medical Group, Inc.",32.47,1637568017.14,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgi
515,ARII,"American Railcar Industries, Inc.",76.36,1630461398.92,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
516,RCPT,"Receptos, Inc.",59.67,1627717761.54,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rcpt
517,ITRI,"Itron, Inc.",41.28,1620025756.80,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
518,IART,Integra LifeSciences Holdings Corporation,49.68,1619502521.76,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
519,MBFI,MB Financial Inc.,29.2,1608685640.80,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
520,VPRT,Vistaprint N.V.,49.65,1607040019.80,2005,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/vprt
521,USTR,United Stationers Inc.,40.96,1595943895.04,1981,Consumer Services,Paper,http://www.nasdaq.com/symbol/ustr
522,OVTI,"OmniVision Technologies, Inc.",27.61,1590795209.52,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ovti
523,HLSS,"Home Loan Servicing Solutions, Ltd.",22.38,1589355334.98,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hlss
524,TIVO,TiVo Inc.,13.75,1589092890.00,1999,Consumer Services,Television Services,http://www.nasdaq.com/symbol/tivo
525,MGLN,"Magellan Health, Inc.",54.82,1579696464.02,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
526,GOGO,Gogo Inc.,18.51,1577117747.52,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/gogo
527,MSTR,MicroStrategy Incorporated,139.26,1573782412.62,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
528,FCFS,"First Cash Financial Services, Inc.",55.24,1572705172.20,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
529,MNRO,"Monro Muffler Brake, Inc.",49.72,1568728348.88,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
530,CLVS,"Clovis Oncology, Inc.",46.08,1565059138.56,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
531,CCOI,"Cogent Communications Holdings, Inc.",33.48,1551632240.52,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi
532,GPRE,"Green Plains, Inc.",41.18,1546887579.00,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gpre
533,PFPT,"Proofpoint, Inc.",41.31,1545420980.16,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
534,HUBG,"Hub Group, Inc.",41.26,1544275937.94,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
535,PZZA,"Papa John&#39;S International, Inc.",37.73,1544154920.77,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
536,NICE,NICE-Systems Limited,40.39,1540033460.42,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
537,PDLI,"PDL BioPharma, Inc.",9.57,1537303765.14,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli
538,MATW,Matthews International Corporation,46.71,1533518166.78,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
539,DORM,"Dorman Products, Inc.",42.46,1532226123.78,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
540,NEOG,Neogen Corporation,41.64,1531519200.00,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
541,HELE,Helen of Troy Limited,53.8,1526245528.80,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
542,AGIO,"Agios Pharmaceuticals, Inc.",44.22,1523733467.52,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
543,RCII,Rent-A-Center Inc.,28.805,1522419229.42,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
544,HURN,Huron Consulting Group Inc.,64.72,1520790365.84,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
545,TRUE,"TrueCar, Inc.",19.75,1517883030.75,2014,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/true
546,ISCA,International Speedway Corporation,32.51,1514590346.95,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
547,TSRA,"Tessera Technologies, Inc.",28.81,1512228602.72,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsra
548,CATM,"Cardtronics, Inc.",33.98,1511158627.96,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm
549,PMCS,"PMC - Sierra, Inc.",7.71,1508492170.38,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/pmcs
550,FINL,"The Finish Line, Inc.",31.4,1500547941.40,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl
